tconst	titleType	genres	runtimeMinutes	startYear	averageRating	numVotes	movie_facebook_likes	cast_total_facebook_likes	num_user_for_reviews	gross	num_critic_for_reviews	budget	actor_1_facebook_likes	actor_2_facebook_likes
tt0406375	movie	Action,Adventure,Comedy	101	2005	6.2	101289	0	32232	202	28045540	136	65000000	17000	14000
tt0137523	movie	Drama	139	1999	8.8	2005822	48000	13209	2968	37023395	315	63000000	11000	783
tt0758794	movie	Drama,Sport	131	2006	7.1	60178	0	12088	175	43532294	96	65000000	11000	529
tt0102070	movie	Action,Adventure,Comedy	100	1991	5.8	55618	0	15944	249	17218080	60	70000000	13000	773
tt0219952	movie	Comedy,Crime	105	2000	5.0	10390	177	3580	69	10014234	60	65000000	975	909
tt0380599	movie	Crime,Drama	130	2005	6.8	32449	0	450	138	1987287	127	50000000	268	85
tt0357277	movie	Action,Adventure,Crime	97	2005	4.7	91427	0	7048	380	24407944	196	43000000	3000	1000
tt0458481	movie	Action,Crime,Thriller	102	2014	6.5	159187	32000	49433	239	13750556	339	65000000	23000	13000
tt0156934	movie	Drama,Mystery,Romance	133	1999	5.3	21043	295	16710	290	31054924	96	64000000	11000	1000
tt2719848	movie	Action,Adventure,Biography	121	2015	7.1	212927	40000	2131	265	43247140	361	55000000	963	580
tt0396171	movie	Crime,Drama,Fantasy	147	2006	7.5	244773	26000	253	482	2208939	226	50000000	177	27
tt0295178	movie	Action,Adventure,Comedy	94	2002	6.2	205356	0	2725	795	213079163	194	63000000	645	522
tt0375568	movie	Action,Adventure,Animation	94	2009	6.3	35944	0	23365	77	19548064	138	65000000	12000	9000
tt0107290	movie	Action,Adventure,Sci-Fi	127	1993	8.1	933567	19000	2129	895	356784000	308	63000000	967	610
tt0111756	movie	Adventure,Biography,Drama	191	1994	6.7	49589	0	5708	145	25052000	40	63000000	2000	925
tt0109444	movie	Action,Crime,Drama	141	1994	6.9	97075	0	14178	133	122012710	42	62000000	11000	913
tt3672840	movie	Action,Drama,Fantasy	127	2015	6.0	19656	0	58	86	72413	68	65000000	21	18
tt0430304	movie	Comedy,Crime	98	2006	4.5	53959	0	6334	187	58255287	78	64000000	979	862
tt0141926	movie	Action,War	116	2000	6.6	81457	0	14931	602	77086030	178	62000000	11000	919
tt0112346	movie	Comedy,Drama,Romance	114	1995	6.8	56392	0	2668	214	65000000	75	62000000	524	517
tt0811138	movie	Comedy,Romance,Sport	87	2008	3.8	52274	0	6658	250	32178777	150	62000000	3000	966
tt0233142	movie	Action,Comedy,Crime	125	2001	6.0	45948	0	14536	399	15738632	113	42000000	11000	904
tt3460252	movie	Crime,Drama,Mystery	168	2015	7.8	570065	114000	49912	1018	54116191	596	44000000	46000	1000
tt0445934	movie	Comedy,Sport	93	2007	6.3	166082	0	13232	246	118153533	191	61000000	8000	1000
tt1411704	movie	Adventure,Animation,Comedy	95	2011	5.4	33392	0	2558	82	108012170	156	63000000	989	664
tt0416449	movie	Action,Drama	117	2006	7.6	772889	13000	32360	2073	210592590	460	65000000	18000	13000
tt0290002	movie	Comedy,Romance	115	2004	6.3	265250	0	24938	428	279167575	141	80000000	22000	713
tt0822832	movie	Comedy,Drama,Family	111	2008	7.1	154922	11000	4811	320	143151473	180	60000000	2000	899
tt0120689	movie	Crime,Drama,Fantasy	189	1999	8.6	1239354	30000	17716	1377	136801374	186	60000000	15000	745
tt0486946	movie	Action,Adventure,Comedy	100	2007	5.8	117423	0	1412	255	168213584	177		419	330
tt0371606	movie	Adventure,Animation,Comedy	81	2005	5.7	90513	912	2252	251	135381507	161	150000000	925	729
tt2267998	movie	Drama,Mystery,Thriller	149	2014	8.1	937736	146000	4348	1127	167735396	568	61000000	835	812
tt0258463	movie	Action,Mystery,Thriller	119	2002	7.9	534112	0	13249	849	121468960	249	60000000	13000	147
tt0113189	movie	Action,Adventure,Thriller	130	1995	7.2	252260	0	1784	416	106635996	137	58000000	394	387
tt0144214	movie	Crime,Drama,Mystery	116	1999	6.4	58181	885	2321	274	102678089	113	95000000	577	501
tt0120382	movie	Comedy,Drama	103	1998	8.1	1020037	18000	3698	877	125603360	213	60000000	2000	617
tt0120794	movie	Adventure,Animation,Drama	99	1998	7.1	127600	0	1195	353	101217900	120	70000000	770	263
tt0317303	movie	Comedy,Family	92	2003	5.6	67377	886	4050	116	104148781	81	60000000	1000	955
tt1272878	movie	Action,Comedy,Crime	109	2013	6.7	207533	22000	20148	172	75573300	265	61000000	18000	497
tt0239395	movie	Action,Adventure,Comedy	87	2001	5.2	58885	0	4171	235	93375151	105	60000000	3000	664
tt0317740	movie	Action,Crime,Thriller	111	2003	7.0	359162	0	35084	497	106126012	155	60000000	26000	9000
tt0313737	movie	Comedy,Romance	101	2002	6.2	115950	0	2636	269	93307796	118	60000000	1000	976
tt0120587	movie	Adventure,Animation,Comedy	83	1998	6.5	152538	0	25788	289	90646554	131	105000000	13000	11000
tt1078940	movie	Comedy	113	2009	5.5	106777	0	8172	144	109176215	166	60000000	4000	722
tt0099371	movie	Action,Drama,Sport	107	1990	6.1	85196	0	14006	97	82670733	60	60000000	10000	3000
tt0452598	movie	Adventure,Comedy,Family	94	2005	5.5	57691	781	20348	128	82569532	77	60000000	12000	3000
tt4046784	movie	Action,Adventure,Sci-Fi	131	2015	6.3	240663	24000	2517	360	81687587	249	61000000	988	960
tt0879870	movie	Biography,Drama,Romance	133	2010	5.9	94996	26000	20440	302	80574010	213	60000000	11000	8000
tt0218967	movie	Comedy,Drama,Fantasy	125	2000	6.8	108975	0	16646	322	75764085	121	60000000	12000	3000
tt1245526	movie	Action,Comedy,Crime	111	2010	7.0	303032	32000	24928	328	90356857	315	58000000	13000	11000
tt0146838	movie	Drama,Sport	162	1999	6.9	117519	0	20761	452	75530832	171	55000000	14000	2000
tt0119314	movie	Drama,Romance,Western	169	1998	6.6	40803	0	20683	263	75370763	96	60000000	19000	1000
tt0369339	movie	Action,Crime,Drama	120	2004	7.5	386662	0	13581	836	100003492	299	65000000	10000	851
tt0277296	movie	Action,Adventure,Fantasy	92	2002	5.5	136200	0	14611	432	90341670	167	60000000	12000	1000
tt0349710	movie	Action,Drama,Thriller	115	2004	6.5	57472	0	4496	323	74540762	125	55000000	2000	1000
tt0790724	movie	Action,Mystery,Thriller	130	2012	7.0	329676	38000	16385	448	80033643	387	60000000	10000	3000
tt0149261	movie	Action,Adventure,Sci-Fi	105	1999	5.9	131319	0	3697	643	73648142	199	60000000	1000	975
tt1477715	movie	Documentary,Drama,Music	111	2009	7.2	40065	0	679	223	71844424	136	60000000	433	208
tt1598778	movie	Drama,Thriller	106	2011	6.8	297777	42000	13634	411	75638743	436	60000000	13000	240
tt0257568	movie	Action,Adventure,Comedy	89	2003	4.4	31272	858	1233	181	66734992	73	60000000	658	257
tt0327597	movie	Animation,Drama,Family	100	2009	7.7	215999	10000	647	279	75280058	310	60000000	309	229
tt0949731	movie	Adventure,Drama,Horror	91	2008	5.0	203966	6000	13654	1264	64505912	323	48000000	11000	946
tt0328107	movie	Action,Crime,Drama	146	2004	7.7	352994	14000	20454	690	77862546	171	70000000	18000	992
tt0393735	movie	Comedy,Family,Fantasy	98	2006	4.4	19040	747	24664	83	61112916	76	50000000	21000	936
tt0335438	movie	Comedy,Crime	101	2004	6.1	144949	0	3943	308	88200225	173	60000000	881	869
tt0116705	movie	Adventure,Comedy,Family	89	1996	5.7	102622	0	4530	162	60573641	81	60000000	854	628
tt0167190	movie	Action,Adventure,Fantasy	122	2004	6.8	320738	0	1112	597	59035104	242	66000000	366	334
tt0120633	movie	Drama	115	1998	6.6	28620	1000	4713	181	56702901	110	60000000	3000	552
tt1623288	movie	Adventure,Animation,Comedy	92	2012	7.0	100239	12000	13597	176	55994557	328	60000000	10000	884
tt0119395	movie	Action,Crime,Drama	124	1997	6.4	114555	0	38227	227	54910560	83	60000000	24000	13000
tt0338337	movie	Action,Mystery,Sci-Fi	119	2003	6.3	107307	0	3637	347	53789313	196	60000000	834	780
tt0118055	movie	Drama,Romance	124	1996	6.2	14349	829	3653	54	51045801	34	60000000	1000	944
tt0420238	movie	Adventure,Animation,Comedy	93	2008	6.1	37649	0	13403	106	50818750	118	60000000	9000	2000
tt0290095	movie	Action,Comedy,Sci-Fi	98	2002	5.4	82923	797	2018	207	50189179	81	60000000	966	680
tt0114781	movie	Action,Adventure,Thriller	100	1995	5.5	46122	1000	2318	126	50024083	47	60000000	789	520
tt1205537	movie	Action,Drama,Thriller	105	2014	6.2	129459	17000	1411	289	50549107	313	60000000	539	394
tt2446980	movie	Biography,Drama	124	2015	6.6	134542	24000	75793	256	56443482	315	60000000	34000	22000
tt3300542	movie	Action,Thriller	99	2016	5.9	154373	28000	20276	323	62401264	225	60000000	18000	992
tt0118583	movie	Action,Horror,Sci-Fi	109	1997	6.2	241579	0	3090	656	47748610	223	75000000	1000	720
tt0822854	movie	Action,Drama,Thriller	124	2007	7.2	326023	0	1640	338	46975183	198	61000000	650	467
tt0787474	movie	Adventure,Animation,Comedy	96	2014	6.8	56911	11000	3151	122	50807639	219	60000000	874	668
tt0120791	movie	Comedy,Drama,Fantasy	104	1998	6.3	79347	0	4294	257	46611204	92	48000000	1000	967
tt1490017	movie	Action,Adventure,Animation	100	2014	7.7	341888	64000	22128	471	257756197	435	60000000	11000	8000
tt0385307	movie	Action,Comedy,Crime	115	2005	5.2	73508	621	4305	156	48472213	111	45000000	1000	759
tt0253556	movie	Action,Adventure,Fantasy	101	2002	6.2	133234	0	53024	569	43060566	138	60000000	23000	18000
tt1321870	movie	Action,Crime,Drama	113	2013	6.7	212744	40000	34738	264	45996718	415	60000000	33000	301
tt1045778	movie	Comedy	97	2009	4.9	96735	0	12258	203	43337279	170	60000000	10000	1000
tt1057500	movie	Biography,Drama,History	134	2009	7.3	156931	23000	24458	259	37479778	306	60000000	13000	11000
tt0473705	movie	Crime,Drama,Mystery	127	2009	7.1	150085	0	19776	235	36965395	252		18000	748
tt1135487	movie	Comedy,Crime,Romance	125	2009	6.2	49967	0	10623	184	40559930	211	60000000	8000	1000
tt0120764	movie	Comedy,Family,Sci-Fi	94	1999	5.1	13472	448	2151	73	36830057	49	65000000	1000	417
tt0443632	movie	Action,Crime,Thriller	108	2006	6.1	49361	690	1352	213	36279230	161	60000000	310	219
tt0762125	movie	Adventure,Animation,Comedy	91	2009	6.0	54173	0	22668	72	42194060	156	70000000	12000	10000
tt0253754	movie	Action,Adventure,Sci-Fi	116	2002	6.4	77799	0	31224	842	43119879	172	60000000	27000	1000
tt0138524	movie	Comedy,Crime,Romance	100	2003	6.2	96086	0	1395	322	35096190	161	60000000	436	399
tt2083383	movie	Drama,Sport	111	2012	6.8	63202	11000	17871	150	35754555	239		16000	897
tt1226273	movie	Action,Crime,Drama	117	2010	6.6	93437	0	7053	256	43290977	258	80000000	2000	1000
tt0120004	movie	Horror,Mystery,Sci-Fi	110	1997	5.8	26955	956	1976	165	33927476	95	40000000	510	344
tt0289848	movie	Comedy,Crime	96	2002	5.9	84926	846	22889	138	32122249	105	60000000	22000	394
tt1034331	movie	Crime,Drama,Mystery	101	2008	6.0	87443	0	38809	248	40076438	198	60000000	22000	14000
tt0120749	movie	Action,Crime,Drama	111	1998	6.2	72936	0	16537	127	32940507	79	60000000	13000	969
tt0821642	movie	Biography,Drama,Music	117	2009	6.7	53187	0	23745	143	31670931	210	60000000	21000	939
tt0146984	movie	Drama,Fantasy,Sport	126	2000	6.7	56186	0	34774	267	30695227	125	60000000	13000	10000
tt0181875	movie	Adventure,Comedy,Drama	122	2000	7.9	269914	15000	36897	822	32522352	149	60000000	22000	11000
tt0455499	movie	Adventure,Animation,Comedy	82	2006	5.0	42052	470	14918	74	28424210	77		13000	1000
tt0329774	movie	Action,Adventure,Crime	101	2005	4.5	69824	0	993	213	26082914	77	87000000	287	233
tt0822847	movie	Action,Adventure,Fantasy	87	2011	5.7	118818	20000	1417	233	29136626	225	60000000	865	441
tt0165982	movie	Adventure,Animation,Comedy	88	2003	6.7	53182	880	11301	91	26288320	98	60000000	11000	102
tt0119081	movie	Horror,Sci-Fi,Thriller	96	1997	6.7	172427	10000	2525	857	26616590	172	60000000	722	585
tt0259288	movie	Drama,Fantasy,Mystery	104	2002	6.1	38193	0	2109	243	30063805	117	60000000	780	265
tt0387877	movie	Crime,Drama,Mystery	121	2006	5.6	73620	0	22833	644	22518325	240	50000000	19000	972
tt0454824	movie	Action,Drama,History	140	2006	6.5	42494	2000	12634	247	13082288	123	60000000	11000	779
tt0272020	movie	Action,Drama,Thriller	131	2001	7.0	77749	0	3012	281	18208078	110	60000000	968	848
tt0134983	movie	Horror,Sci-Fi,Thriller	90	2000	4.9	17843	589	1262	282	14218868	100	65000000	889	290
tt1837709	movie	Drama,Fantasy,Mystery	118	2014	6.2	54161	17000	22447	126	22451	189	60000000	20000	882
tt1538403	movie	Action,Adventure,Fantasy	130	2013	5.9	131581	44000	10247	457	31165421	212	60000000	5000	2000
tt0765476	movie	Adventure,Comedy,Family	90	2008	5.0	40479	791	1865	109	11802056	127	60000000	973	400
tt0382628	movie	Drama,Horror,Mystery	105	2005	5.6	61790	0	1467	411	25472967	196	30000000	794	329
tt0131369	movie	Comedy,Drama	122	1999	6.1	43109	641	15275	195	22362500	115	55000000	11000	1000
tt0494238	movie	Adventure,Family,Fantasy	106	2008	6.1	76729	0	5329	110	17281832	161	60000000	3000	1000
tt0831887	movie	Action,Crime,Fantasy	103	2008	4.8	60890	2000	20881	290	19781879	223	60000000	19000	961
tt3045616	movie	Action,Adventure,Comedy	107	2015	5.5	71211	12000	42683	188	7605668	181	60000000	40000	2000
tt0460780	movie	Action,Adventure,Fantasy	127	2007	3.8	48630	0	26564	368	4535117	140	60000000	26000	368
tt0294357	movie	Adventure,Drama,Romance	127	2003	6.5	28194	0	12947	156	4426297	54	35000000	11000	708
tt4591310	movie	Action,Adventure,Fantasy	119	2016	5.9	3117	426	1026	9		14	68005000	879	107
tt0326905	movie	Action,Drama,War	132	2005	6.7	22251	0	12133	183	10166502	81	80000000	11000	298
tt1431045	movie	Action,Adventure,Comedy	108	2016	8.0	980447	117000	18239	1058	363024263	579	58000000	16000	805
tt0120701	movie	Comedy,Drama	114	1998	4.9	19940	296	2367	88	12065985	56	60000000	743	730
tt2179136	movie	Action,Biography,Drama	133	2014	7.3	469018	112000	16277	916	350123553	490	58800000	14000	962
tt1051904	movie	Adventure,Comedy,Fantasy	103	2015	6.3	86712	35000	5497	154	80021740	218	58000000	2000	1000
tt0425123	movie	Comedy,Drama,Fantasy	95	2005	6.7	104353	0	2876	263	48291624	142	58000000	970	834
tt0158622	movie	Comedy,Family,Romance	90	2000	3.7	23293	500	6299	85	35231365	57	60000000	1000	891
tt0095956	movie	Action,Adventure,Thriller	102	1988	5.8	128570	2000	14574	171	53715611	84	63000000	13000	1000
tt0379865	movie	Comedy,Drama,Romance	114	2008	6.0	32181	472	589	120	31199215	186	58000000	142	117
tt2479478	movie	Action,Adventure,Comedy	119	2015	4.8	47933	0	36167	143		53		12000	11000
tt1314228	movie	Comedy,Drama,Romance	103	2009	4.9	39969	0	3150	121	29580087	133	58000000	963	935
tt2234155	movie	Comedy	119	2013	6.3	200521	22000	5081	281	44665963	246	58000000	1000	847
tt1220634	movie	Action,Adventure,Horror	96	2010	5.8	168815	19000	16098	410	60128566	253	60000000	14000	1000
tt0485985	movie	Action,Drama,History	125	2012	5.9	35196	0	4416	273	49875589	144	58000000	1000	664
tt0118971	movie	Drama,Mystery,Thriller	144	1997	7.5	357443	11000	45271	431	60984028	117	57000000	18000	14000
tt1232200	movie	Comedy	116	2012	5.5	97422	12000	16484	198	36931089	157	70000000	11000	3000
tt0116136	movie	Action,Adventure,Fantasy	103	1996	6.5	96138	0	2710	139	51317350	60	57000000	2000	663
tt0367479	movie	Action,Comedy,Crime	97	2004	6.3	46883	782	9814	147	28328132	117	58000000	4000	3000
tt1071875	movie	Action,Fantasy,Thriller	96	2011	4.3	116917	18000	16121	331	51774002	287	57000000	12000	1000
tt0238112	movie	Drama,Music,Romance	131	2001	5.9	34039	0	23325	220	25528495	96	57000000	23000	243
tt0395699	movie	Action,Comedy,Drama	95	2005	5.6	92695	0	16884	225	113006880	125	56000000	14000	799
tt0351977	movie	Action,Crime	86	2004	6.3	74931	0	14146	221	45860039	117	56000000	12000	795
tt0109830	movie	Drama,Romance	142	1994	8.8	1966203	59000	15700	1398	329691196	149	55000000	15000	294
tt0952640	movie	Adventure,Animation,Comedy	92	2007	5.2	82923	0	2847	146	217326336	131	60000000	1000	718
tt0212338	movie	Comedy,Romance	108	2000	7.0	326613	0	24286	507	166225040	150	55000000	22000	713
tt0114148	movie	Adventure,Animation,Drama	81	1995	6.7	181312	0	26754	216	141600000	92	55000000	23000	2000
tt0078346	movie	Action,Adventure,Sci-Fi	143	1978	7.3	170053	0	12940	497	134218018	169	55000000	10000	593
tt0117218	movie	Comedy,Romance,Sci-Fi	95	1996	5.6	115325	960	3155	99	128769345	57	54000000	851	773
tt0386588	movie	Comedy,Romance	118	2005	6.6	310300	0	13426	372	177575142	171	70000000	10000	975
tt0119190	movie	Action,Adventure,Comedy	92	1997	5.5	76049	5000	4518	103	105263257	53	55000000	3000	562
tt0328828	movie	Comedy	96	2003	6.3	202697	0	5713	332	104354205	153	55000000	3000	864
tt1535109	movie	Action,Biography,Crime	134	2013	7.8	446531	65000	16281	527	107100855	491	55000000	15000	535
tt1279935	movie	Comedy,Crime,Romance	88	2010	6.3	159885	0	39822	207	98711404	247	55000000	15000	11000
tt0112642	movie	Comedy,Family,Fantasy	100	1995	6.1	130396	0	2638	92	100328194	26	50000000	795	419
tt0455944	movie	Action,Crime,Thriller	132	2014	7.2	358922	56000	37605	436	101530738	292	55000000	18000	17000
tt0252076	movie	Comedy,Drama,Romance	105	2002	5.3	88210	0	7184	242	93815117	114	55000000	5000	827
tt0112740	movie	Action,Drama,Thriller	116	1995	7.3	109921	0	30132	194	91400000	82	53000000	18000	10000
tt0454921	movie	Biography,Drama	117	2006	8.0	488528	32000	11036	611	162586036	201	55000000	10000	617
tt0408790	movie	Drama,Mystery,Thriller	98	2005	6.3	159612	0	2287	600	89706988	231	55000000	931	507
tt0109635	movie	Drama,Thriller	128	1994	6.1	49344	0	3888	95	83000000	55	55000000	2000	812
tt0120632	movie	Drama,Fantasy,Romance	114	1998	6.7	118722	0	13905	322	78745923	110	55000000	12000	702
tt0266697	movie	Action,Crime,Drama	111	2003	8.1	1071671	13000	3983	2105	70098138	354	30000000	926	890
tt0131325	movie	Comedy	97	1999	6.4	69929	0	22458	358	66365290	140	55000000	21000	860
tt0378194	movie	Action,Crime,Thriller	137	2004	8.0	729639	0	1959	935	66207920	304	30000000	890	387
tt0098439	movie	Action,Comedy,Crime	104	1989	6.4	103249	0	14432	149	63408614	45	55000000	13000	549
tt0104070	movie	Comedy,Fantasy,Horror	104	1992	6.6	114465	8000	25599	173	58422650	49	55000000	13000	11000
tt0184894	movie	Action,Adventure,Comedy	110	2000	6.6	125102	0	939	293	56932305	146	55000000	485	110
tt0116253	movie	Action,Adventure,Thriller	133	1996	6.4	55681	0	2916	144	68750000	60	55000000	1000	780
tt1396218	movie	Comedy,Family,Fantasy	94	2011	6.0	94409	14000	2820	108	68218041	189	55000000	1000	549
tt0865556	movie	Action,Adventure,Fantasy	104	2008	6.6	104744	0	7247	279	25040293	206	55000000	5000	962
tt1621039	movie	Adventure,Animation,Comedy	91	2013	5.8	23851	0	3104	73	55747724	118	55000000	1000	591
tt0103644	movie	Action,Horror,Sci-Fi	114	1992	6.4	292416	0	1543	776	55473600	210	50000000	534	273
tt0116250	movie	Biography,Drama,History	135	1996	6.3	35366	0	164	194	49994804	76	55000000	57	40
tt0122690	movie	Action,Crime,Thriller	122	1998	7.3	180511	0	24270	572	41609593	149	55000000	22000	2000
tt0116409	movie	Adventure,Drama,Thriller	110	1996	6.8	60469	0	1752	155	38553833	62	55000000	1000	416
tt1109624	movie	Adventure,Comedy,Family	95	2014	7.3	109629	30000	3697	174	76137505	224	55000000	838	722
tt1298649	movie	Comedy,Sci-Fi	102	2012	5.7	125668	15000	2486	207	34350553	265	68000000	622	591
tt0269347	movie	Action,Crime,Drama	94	2003	6.1	46691	0	2248	321	34238611	135	55000000	933	518
tt0128278	movie	Drama,Thriller	126	1999	6.6	32943	0	13406	232	34098563	100	55000000	12000	509
tt0338466	movie	Comedy	118	2003	5.7	52766	0	14036	154	33828318	123	55000000	13000	390
tt0839980	movie	Comedy,Sport	91	2008	5.8	81311	0	10026	119	33472850	164	55000000	8000	509
tt1430626	movie	Adventure,Animation,Comedy	88	2012	6.7	47412	0	6254	101	31051126	238	55000000	4000	796
tt0824747	movie	Biography,Crime,Drama	141	2008	7.7	250794	14000	12840	387	35707327	264	55000000	11000	963
tt0115857	movie	Action,Drama,Sci-Fi	107	1996	5.7	51742	1000	31014	95	20550712	47	50000000	18000	11000
tt0116277	movie	Action,Drama,Sport	116	1996	5.9	48033	0	24618	89	18573791	50	55000000	22000	617
tt0293508	movie	Drama,Musical,Romance	143	2004	7.2	120841	0	20660	2047	51225796	153	70000000	18000	893
tt0414055	movie	Biography,Drama,History	114	2007	6.8	70571	0	16899	216	16264475	202	55000000	13000	2000
tt0402022	movie	Action,Adventure,Sci-Fi	93	2005	5.5	127134	0	10185	532	25857987	178	62000000	9000	460
tt0279111	movie	Biography,Drama,History	219	2003	6.3	16158	953	1671	497	12870569	84	56000000	789	640
tt0120390	movie	Action,Thriller	100	1997	4.9	11441	316	3952	84	11466088	44	71000000	995	879
tt0780567	movie	Comedy,Drama,Family	107	2009	5.6	14634	610	3742	39	16088610	93	55000000	939	605
tt2281587	movie	Adventure,Comedy,Crime	107	2014	6.4	33871	10000	6089	110	51178893	277	50000000	3000	2000
tt0167456	movie	Action,Adventure,Comedy	95	2004	4.3	13778	437	2260	229	6768055	76	57000000	956	579
tt1126591	movie	Drama,Music,Musical	119	2010	6.4	84023	19000	4315	222	39440655	197	55000000	2000	828
tt0344510	movie	Drama,Mystery,Romance	133	2004	7.6	73177	0	405	239	6167817	186	47000000	226	52
tt0056193	movie	Crime,Drama,Romance	153	1962	7.5	98841	0	1404	207		103	2000000	618	367
tt0160184	movie	Crime,Thriller	96	2002	5.3	26311	448	15803	142		66	55000000	13000	854
tt0187738	movie	Action,Horror,Sci-Fi	117	2002	6.7	211961	0	15371	559	81645152	224	54000000	12000	919
tt0814314	movie	Drama	123	2008	7.6	297949	26000	14727	599	69951824	202	55000000	10000	3000
tt1308729	movie	Action,Crime,Thriller	92	2012	5.7	49504	10000	25418	131	9483821	279	55000000	13000	11000
tt0099674	movie	Crime,Drama	162	1990	7.6	383154	0	16949	545	66676062	110	54000000	14000	1000
tt0368709	movie	Comedy,Drama,Romance	123	2005	6.4	69644	0	12700	495	26838389	190	57000000	5000	4000
tt0081573	movie	Action,Adventure,Sci-Fi	127	1980	6.8	105045	0	2908	269	108200000	121	54000000	593	467
tt0299930	movie	Comedy,Crime,Romance	121	2003	2.5	48507	2000	286	418	5660084	131	54000000	117	62
tt0405676	movie	Drama,Thriller	128	2006	6.2	24495	0	27614	178	7221458	127	55000000	14000	12000
tt0162650	movie	Action,Crime,Thriller	99	2000	6.0	76304	0	26527	301	70327868	160	46000000	23000	1000
tt0118617	movie	Adventure,Animation,Drama	94	1997	7.2	119977	0	6017	191	58297830	78	50000000	4000	808
tt0203009	movie	Drama,Musical,Romance	127	2001	7.6	278206	10000	2601	2319	57386369	209	52500000	1000	691
tt0249478	movie	Crime,Thriller	89	2001	5.6	27120	361	13390	190	45207112	98	53000000	12000	708
tt1355683	movie	Biography,Crime,Drama	123	2015	6.9	176408	44000	63769	289	62563543	391	53000000	40000	19000
tt0418689	movie	Action,Adventure,Drama	135	2006	7.1	121996	0	24468	415	33574332	279	90000000	23000	638
tt1197624	movie	Action,Crime,Drama	109	2009	7.4	289355	21000	22517	429	73343413	216	50000000	18000	1000
tt0462322	movie	Action,Horror,Thriller	191	2007	7.5	182869	0	22186	532	25031037	250	53000000	16000	3000
tt0120603	movie	Drama,History,Horror	172	1998	6.0	8917	853	2397	207	22843047	78	55000000	852	637
tt0338216	movie	Drama,Romance,Sport	124	2007	5.9	20514	672	26334	63	5755286	106	55000000	21000	3000
tt0264464	movie	Biography,Crime,Drama	141	2002	8.1	922355	15000	48153	667	164435221	194	52000000	29000	15000
tt1790885	movie	Drama,History,Thriller	157	2012	7.4	290945	39000	2759	640	95720716	558	40000000	1000	1000
tt0452594	movie	Comedy,Drama,Romance	106	2006	5.8	130801	0	8315	483	118683135	183	52000000	4000	957
tt0795421	movie	Comedy,Musical,Romance	108	2008	6.4	234508	10000	26002	611	143704210	238	52000000	14000	11000
tt0817230	movie	Comedy,Romance	125	2010	5.7	118557	9000	45696	211	110476776	186	52000000	14000	12000
tt0377818	movie	Comedy	104	2005	5.1	78005	0	2297	612	80270227	144	50000000	631	534
tt0120863	movie	Drama,History,War	170	1998	7.6	183932	0	1937	1448	36385763	156	52000000	648	568
tt1488555	movie	Comedy,Fantasy	112	2011	6.3	178624	13000	28045	149	37035845	215	52000000	16000	10000
tt0125664	movie	Biography,Comedy,Drama	118	1999	7.4	129064	0	209	549	34580635	140	52000000	134	27
tt0112641	movie	Crime,Drama	178	1995	8.2	500189	11000	24183	533	42438300	133	52000000	22000	721
tt1179034	movie	Action,Crime,Thriller	92	2010	6.4	116091	0	488	211	23324666	203	52000000	211	135
tt0245803	movie	Action,Comedy,Fantasy	104	2003	5.5	50105	846	2422	180	23020488	127	52000000	961	691
tt0414853	movie	Adventure,Animation,Comedy	90	2006	5.6	30278	605	2055	155	72601713	98	51000000	677	560
tt0790604	movie	Comedy,Family	93	2006	5.1	27644	1000	5468	110	35092918	71		2000	1000
tt1259571	movie	Adventure,Drama,Fantasy	130	2009	4.8	278342	13000	64040	919	296623634	299	50000000	21000	17000
tt0126029	movie	Adventure,Animation,Comedy	90	2001	7.9	651909	0	275	945	267652016	212	60000000	145	50
tt1385826	movie	Romance,Sci-Fi,Thriller	106	2011	7.0	253697	36000	14607	407	62453315	413	50200000	13000	963
tt0102798	movie	Action,Adventure,Drama	143	1991	6.9	189385	0	38518	322	165500000	67	48000000	25000	11000
tt0116695	movie	Comedy,Drama,Romance	139	1996	7.3	257611	0	12182	318	153620822	109	50000000	10000	743
tt1637725	movie	Comedy	106	2012	6.9	596612	74000	21773	623	218628680	457	50000000	15000	3000
tt0119822	movie	Comedy,Drama,Romance	139	1997	7.7	292437	11000	1474	470	147637474	156	50000000	625	440
tt0129290	movie	Biography,Comedy,Drama	115	1998	6.8	111433	0	74382	375	135014968	55	50000000	49000	22000
tt1229340	movie	Comedy	119	2013	6.3	177595	41000	28176	346	2175312	272	50000000	11000	8000
tt0280590	movie	Comedy,Romance	96	2002	5.8	142110	0	26826	309	126203320	117	50000000	12000	11000
tt1650062	movie	Action,Mystery,Sci-Fi	112	2011	7.0	349214	37000	3388	849	126975169	539	50000000	1000	560
tt0195685	movie	Biography,Drama	131	2000	7.4	191246	0	10003	498	125548685	169	52000000	8000	883
tt0251127	movie	Comedy,Romance	116	2003	6.4	229064	0	14087	357	105807520	140	50000000	11000	1000
tt2294449	movie	Action,Comedy,Crime	112	2014	7.0	365901	24000	19428	322	191616238	330	50000000	17000	920
tt0110148	movie	Drama,Fantasy,Horror	123	1994	7.5	311793	11000	25697	406	105264608	120	60000000	11000	10000
tt1068680	movie	Comedy,Romance	104	2008	6.8	353067	0	29505	243	97680195	190	70000000	14000	11000
tt1489889	movie	Action,Comedy,Crime	107	2016	6.3	180223	10000	14569	110	126088877	177	50000000	12000	919
tt0120686	movie	Comedy,Drama	125	1998	6.8	66138	0	9988	252	91030827	65	50000000	8000	818
